season,Team,Elo
2020,Alabama,1796.240086610197
2020,Alabama Crimson Tide,1761.3375436720428
2020,BYU,1744.4399511599254
2020,Clemson,1733.551509485499
2020,BYU Cougars,1718.4230057837094
2020,Oklahoma,1703.4036665667443
2020,Clemson Tigers,1696.712747819641
2020,Cincinnati,1692.397134114862
2020,Notre Dame,1688.6108499730306
2020,Coastal Carolina Chanticleers,1687.8067482203599
2020,Coastal Carolina,1686.4289934201295
2020,Oklahoma Sooners,1685.4097404990482
2020,Cincinnati Bearcats,1684.2891139029987
2020,Texas A&M,1678.8848160584332
2020,Ohio State,1675.117912405628
2020,Ball State,1664.7231948352994
2020,Liberty Flames,1663.9726086594374
2020,Louisiana,1657.5206780258675
2020,Texas,1655.848741564272
2020,Texas A&M Aggies,1653.814935556312
2020,Notre Dame Fighting Irish,1651.6242625301843
2020,Georgia,1649.570513615994
2020,Louisiana Ragin' Cajuns,1648.064032954965
2020,San José State,1646.6294731590983
2020,Iowa State,1644.6112507685632
2020,Buffalo,1644.1474467832757
2020,Liberty,1642.9003446110198
2020,Appalachian State,1641.58012992654
2020,Ball State Cardinals,1640.4905609675673
2020,Iowa,1640.3825871425931
2020,Ohio State Buckeyes,1639.3306871322407
2020,North Carolina Tar Heels,1628.8894691592754
2020,North Carolina,1626.9781488084675
2020,Georgia Bulldogs,1621.4614409817784
2020,Nevada,1620.8583203092353
2020,Iowa Hawkeyes,1618.9492597125472
2020,Texas Longhorns,1618.7460331291093
2020,Indiana,1618.3226097063935
2020,Georgia Southern,1615.2570961978683
2020,Buffalo Bulls,1614.6190106610006
2020,San José State Spartans,1614.4782228779125
2020,Florida,1612.1558922422016
2020,Iowa State Cyclones,1610.4988356266927
2020,Northwestern,1596.8835140730598
2020,UCF,1596.648509456863
2020,Indiana Hoosiers,1595.9618786481506
2020,Boise State,1594.0203027752166
2020,Wisconsin,1592.1977794025054
2020,Tulsa,1591.8472069473871
2020,Nevada Wolf Pack,1588.3378285963604
2020,Oklahoma State,1585.5274478681342
2020,UAB,1580.548890479556
2020,Georgia State,1580.2428884057517
2020,USC,1580.1986943531986
2020,Army Black Knights,1576.26572633388
2020,Florida Gators,1575.9628763333071
2020,TCU,1572.925610028452
2020,Tulsa Golden Hurricane,1570.191265855461
2020,Toledo,1569.8320621533671
2020,Miami,1569.642316030139
2020,Northwestern Wildcats,1567.9102367418918
2020,Boise State Broncos,1567.4983820694297
2020,UAB Blazers,1566.745305407239
2020,UCF Knights,1565.4747409370564
2020,USC Trojans,1565.2917160320171
2020,NC State,1564.6897991439023
2020,Georgia Southern Eagles,1562.793845439477
2020,Memphis,1561.983852473257
2020,Army,1559.744973883302
2020,Oklahoma State Cowboys,1557.3518193822458
2020,Memphis Tigers,1555.8658229918499
2020,West Virginia,1553.580790389421
2020,Toledo Rockets,1552.6969558851763
2020,Utah,1551.1514059029107
2020,Oregon,1551.066011962933
2020,Kent State,1550.942493340393
2020,Miami Hurricanes,1550.8925064752016
2020,Pittsburgh,1548.7746922102463
2020,Marshall Thundering Herd,1548.438053108103
2020,SMU,1548.096587716896
2020,Auburn,1547.3681983229894
2020,TCU Horned Frogs,1546.57835664201
2020,Western Michigan,1545.9376418423678
2020,Marshall,1544.9260299819648
2020,West Virginia Mountaineers,1544.7704520608763
2020,Arizona State,1544.1125439397001
2020,Troy,1544.0101853017254
2020,Tulane,1543.390840215855
2020,San Diego State,1541.849906638191
2020,Ohio,1540.2393777195236
2020,Georgia State Panthers,1540.065026061333
2020,Utah Utes,1537.2582807239114
2020,Wisconsin Badgers,1537.181098947711
2020,SMU Mustangs,1537.1077477613885
2020,Pittsburgh Panthers,1535.268529527824
2020,Kent State Golden Flashes,1534.94951410029
2020,Washington,1534.2228125689633
2020,Western Michigan Broncos,1532.54838761262
2020,Arizona State Sun Devils,1531.6065545220458
2020,Florida Atlantic,1531.1339410630903
2020,Air Force,1531.0458282203183
2020,Louisville,1530.9048050081215
2020,Oregon Ducks,1530.195021141889
2020,Ohio Bobcats,1529.7957753458293
2020,UCLA,1527.198134169727
2020,Miami (OH),1526.1946268796298
2020,Hawai'i,1525.4081977473822
2020,Tulane Green Wave,1524.134350431209
2020,Washington Huskies,1522.8059619448277
2020,LSU,1522.5692326589456
2020,Penn State,1521.9527535392726
2020,Auburn Tigers,1521.2052802594485
2020,UTSA,1518.8122415268258
2020,San Diego State Aztecs,1518.0481205035214
2020,Colorado,1517.900772215794
2020,Stanford,1517.5267350990307
2020,Miami (OH) RedHawks,1512.6483375641842
2020,Air Force Falcons,1509.669024186659
2020,UCLA Bruins,1508.200137631457
2020,Stanford Cardinal,1506.8674952930594
2020,UTSA Roadrunners,1506.7814445887348
2020,Central Michigan,1506.5554887419623
2020,Fresno State,1504.7194803602313
2020,Boston College,1504.6231606472238
2020,LSU Tigers,1503.8516084544897
2020,Ole Miss,1502.333285294015
2020,Penn State Nittany Lions,1501.3399998841821
2020,Hawai'i Rainbow Warriors,1500.0750375693094
2020,Wyoming,1498.6249634947442
2020,Troy Trojans,1498.2130575301123
2020,Jacksonville State,1497.5738672071598
2020,Colorado Buffaloes,1496.6276217411664
2020,Kentucky,1491.5273602029183
2020,Central Michigan Chippewas,1490.23334719191
2020,Rice Owls,1490.177086864594
2020,Virginia Tech Hokies,1489.677379746143
2020,Virginia Tech,1489.524848840599
2020,East Carolina,1487.7326876633144
2020,Fresno State Bulldogs,1484.8193999565933
2020,Minnesota,1484.3955486762427
2020,Chattanooga,1483.2290641148138
2020,Wyoming Cowboys,1482.3684125092234
2020,Virginia Cavaliers,1482.0325178797184
2020,Virginia,1480.9186325395285
2020,Boston College Eagles,1480.1289869348745
2020,Ole Miss Rebels,1478.7317241126373
2020,Eastern Michigan,1478.0602309891897
2020,Kentucky Wildcats,1476.1142138331095
2020,Mercer,1475.463415851465
2020,Houston,1475.4550866362813
2020,Rice,1471.870627586539
2020,Florida Atlantic Owls,1468.3730714628157
2020,Wake Forest,1467.851143403624
2020,Minnesota Golden Gophers,1467.0615131638406
2020,Maryland,1466.5962011528702
2020,California,1466.099776774877
2020,Charlotte,1464.7975532178414
2020,Missouri State,1464.7910949377813
2020,Wake Forest Demon Deacons,1462.608135139969
2020,East Carolina Pirates,1462.0877480248319
2020,Eastern Michigan Eagles,1462.0565505830211
2020,Nebraska,1461.5422505966071
2020,North Alabama,1461.420485902408
2020,Louisville Cardinals,1461.3673573553524
2020,NC State Wolfpack,1460.6495255732407
2020,Michigan,1459.6069976753229
2020,Missouri,1457.9131302538706
2020,Louisiana Tech,1457.2800687098556
2020,California Golden Bears,1456.5111890617586
2020,Mississippi State,1456.1806196842417
2020,Western Carolina,1454.947218894352
2020,Western Kentucky,1454.1916932290287
2020,Arkansas,1453.7596466072234
2020,Kansas State,1453.6471207120578
2020,Maryland Terrapins,1452.4453898709264
2020,Washington State,1451.6492372384146
2020,Colorado State,1450.5589241894127
2020,North Texas,1448.700037029479
2020,Central Arkansas,1447.306288394755
2020,Purdue,1446.3827879204632
2020,Houston Cougars,1446.105515898269
2020,Louisiana Tech Bulldogs,1446.0783601470216
2020,Western Kentucky Hilltoppers,1445.7658528785648
2020,Middle Tennessee,1444.1696462521097
2020,Nebraska Cornhuskers,1444.073550775466
2020,Michigan Wolverines,1441.4133990691055
2020,Washington State Cougars,1438.2487965296448
2020,Colorado State Rams,1437.2407347544865
2020,New Mexico,1436.9257488371995
2020,Arkansas State,1436.9237251521324
2020,Houston Baptist,1435.8912567021828
2020,Missouri Tigers,1435.8061755119188
2020,Mississippi State Bulldogs,1434.9660753694702
2020,Arkansas Razorbacks,1434.3764025399562
2020,Oregon State,1433.744530431222
2020,Austin Peay,1433.4731085781975
2020,Purdue Boilermakers,1433.2936107037187
2020,Kansas State Wildcats,1432.1223866739213
2020,The Citadel,1430.2213379702998
2020,Charlotte 49ers,1428.8703967120823
2020,Tennessee,1427.799159754986
2020,Southern Mississippi,1426.656181233208
2020,Eastern Kentucky,1425.9428615180432
2020,Florida State,1424.5126799834486
2020,Abilene Christian,1424.0916479045386
2020,Georgia Tech,1423.6664202847921
2020,UTEP Miners,1422.9117037001222
2020,Rutgers,1422.0383403865749
2020,UTEP,1419.18021149827
2020,Middle Tennessee Blue Raiders,1418.8228980248932
2020,Texas Tech,1418.202632631432
2020,Massachusetts,1417.6103279244278
2020,Oregon State Beavers,1416.9718886946894
2020,Michigan State,1415.6713773889728
2020,Florida International,1415.4750290884247
2020,New Mexico Lobos,1413.7645738628162
2020,Arkansas State Red Wolves,1410.024044856765
2020,Stephen F. Austin,1409.7994293227543
2020,South Alabama,1409.4759036605874
2020,Florida State Seminoles,1407.3814928751447
2020,Illinois,1406.2289217682467
2020,Akron,1406.0054181359824
2020,Tennessee Volunteers,1405.6266998075296
2020,Rutgers Scarlet Knights,1404.639164635439
2020,Texas State,1403.3617960576257
2020,Baylor,1402.5557263054845
2020,South Alabama Jaguars,1402.0364988036467
2020,Texas Tech Red Raiders,1400.0393995948602
2020,North Texas Mean Green,1399.86594334687
2020,Utah State,1398.1135499204022
2020,Michigan State Spartans,1397.6292302410777
2020,Navy,1397.081868787654
2020,Campbell,1396.2850873356995
2020,Massachusetts Minutemen,1394.774822181157
2020,Georgia Tech Yellow Jackets,1388.820031034546
2020,Akron Zips,1385.216905823551
2020,Illinois Fighting Illini,1384.6289071663139
2020,Baylor Bears,1382.3870402422106
2020,Arizona,1381.1106363462648
2020,Florida International Panthers,1380.4320093051927
2020,Northern Illinois,1377.7658563829852
2020,Utah State Aggies,1376.4566245967803
2020,South Carolina,1369.7270793950554
2020,Navy Midshipmen,1369.726715178571
2020,Duke,1368.8746476011363
2020,Temple,1367.5330685449035
2020,Arizona Wildcats,1362.1382417748653
2020,Northern Illinois Huskies,1360.1343229366523
2020,Texas State Bobcats,1358.994042450201
2020,UNLV,1357.6687005364151
2020,Bowling Green,1355.9275118123069
2020,Temple Owls,1347.7364686039057
2020,South Carolina Gamecocks,1345.4968251589262
2020,South Florida,1340.16407330853
2020,UNLV Rebels,1336.4904061539216
2020,Bowling Green Falcons,1334.2591204029857
2020,South Florida Bulls,1332.3797505581115
2020,Syracuse,1331.1433083294978
2020,Duke Blue Devils,1329.4038622976725
2020,Syracuse Orange,1309.7431949250686
2020,Kansas,1309.0600137302772
2020,UL Monroe,1302.1453178520862
2020,Vanderbilt,1290.8812796228128
2020,Kansas Jayhawks,1282.6041778975966
2020,Vanderbilt Commodores,1269.3691040570418
2020,UL Monroe Warhawks,1260.1522150735982
2021,Georgia,1800.7069304578351
2021,Alabama,1780.6834132395215
2021,Georgia Bulldogs,1762.3008545339308
2021,Alabama Crimson Tide,1747.862703760822
2021,Cincinnati,1738.0811840521085
2021,Michigan,1734.440869495954
2021,Ohio State,1728.515084932325
2021,Pittsburgh,1727.1592453542478
2021,Baylor,1717.1922547303986
2021,Cincinnati Bearcats,1714.6811620348687
2021,Clemson,1709.0903086409141
2021,Utah,1706.4554440809904
2021,Louisiana Ragin' Cajuns,1702.165976352801
2021,Baylor Bears,1698.365309893634
2021,Notre Dame,1696.154573568429
2021,Michigan Wolverines,1695.7504871839533
2021,Ohio State Buckeyes,1692.770163825078
2021,Oklahoma State,1692.6680425758827
2021,Louisiana,1685.9917100736639
2021,Coastal Carolina,1684.9527015533647
2021,Houston,1683.3829103845796
2021,Utah Utes,1681.098305440484
2021,Oklahoma,1673.9501729258936
2021,Pittsburgh Panthers,1671.3999161402571
2021,Oklahoma State Cowboys,1671.2847226071342
2021,Michigan State,1668.1730079228435
2021,Notre Dame Fighting Irish,1665.1580242703778
2021,Houston Cougars,1663.4543809462639
2021,San Diego State,1661.4874291024616
2021,Ole Miss,1658.1029890194059
2021,Coastal Carolina Chanticleers,1657.5544466914157
2021,Oklahoma Sooners,1656.6720879374295
2021,Wisconsin,1654.3069030660436
2021,NC State,1651.4893007598023
2021,Michigan State Spartans,1650.872065105822
2021,Clemson Tigers,1649.03736798108
2021,Western Kentucky Hilltoppers,1647.280000105569
2021,Air Force,1644.6753014351536
2021,San Diego State Aztecs,1642.278463017304
2021,Wake Forest,1641.6539777683145
2021,Utah State,1641.0775115439335
2021,UTSA,1639.7945538853423
2021,Minnesota,1638.5240389720611
2021,Western Kentucky,1638.1518479163942
2021,Fresno State,1636.6213349104257
2021,Ole Miss Rebels,1636.103973401594
2021,Kentucky,1634.6142016809251
2021,Fresno State Bulldogs,1626.3142407972457
2021,Boise State,1624.9775143209972
2021,Wake Forest Demon Deacons,1624.678914953494
2021,Air Force Falcons,1624.537920998798
2021,UTSA Roadrunners,1622.7533565060537
2021,BYU,1620.8545466573742
2021,UAB,1620.7896781908555
2021,Utah State Aggies,1620.7247489061178
2021,Purdue,1620.0998084768275
2021,Wisconsin Badgers,1619.798623928631
2021,Central Michigan,1619.5075110185521
2021,UCLA,1615.8247939906712
2021,Iowa,1615.3530734362148
2021,NC State Wolfpack,1614.259832442508
2021,Kentucky Wildcats,1614.1912022398435
2021,Appalachian State,1612.1586712645408
2021,Georgia State,1611.2368521606647
2021,Texas A&M,1606.0876834041042
2021,Arkansas,1605.0444560201768
2021,BYU Cougars,1604.9854398038503
2021,Minnesota Golden Gophers,1604.1830511551204
2021,Central Michigan Chippewas,1602.8977476875407
2021,UAB Blazers,1599.8554342859268
2021,Boise State Broncos,1596.9041655607634
2021,Arkansas Razorbacks,1593.7552154230357
2021,Texas A&M Aggies,1593.5449682034234
2021,Purdue Boilermakers,1589.085744742122
2021,UCLA Bruins,1588.3411125673163
2021,UCF,1586.1939946297878
2021,Army Black Knights,1584.3313965581247
2021,SMU,1579.0838836116616
2021,Iowa Hawkeyes,1578.710613396638
2021,Penn State,1578.3058901426277
2021,Oregon,1575.52851283382
2021,Iowa State,1574.1713635837568
2021,Western Michigan,1573.1306647222077
2021,Miami (OH),1570.246438005333
2021,Army,1570.2145652774652
2021,Liberty,1569.5147796855235
2021,SMU Mustangs,1565.3197107747646
2021,UCF Knights,1564.3990853355713
2021,Georgia State Panthers,1561.8017971923523
2021,Penn State Nittany Lions,1559.9530787407527
2021,Tulsa,1559.3412237829943
2021,Tennessee,1557.8001846150457
2021,Washington State,1557.018125033174
2021,Kansas State,1556.876606098989
2021,Iowa State Cyclones,1555.7556374714884
2021,Nevada,1555.2754391370343
2021,Miami (OH) RedHawks,1553.435870066787
2021,East Carolina,1552.4733363921807
2021,Arizona State,1551.5904939345726
2021,Western Michigan Broncos,1549.9649670029128
2021,Toledo,1549.8748944315003
2021,Marshall,1549.8023557032948
2021,Texas Tech,1548.0180776288987
2021,Oregon Ducks,1547.744407209685
2021,Tennessee Volunteers,1544.0246822741137
2021,Nevada Wolf Pack,1543.0445131320023
2021,Washington State Cougars,1542.752801349062
2021,East Tennessee State,1537.8023605254648
2021,Liberty Flames,1537.7822732685795
2021,Toledo Rockets,1537.654316747361
2021,South Dakota State,1537.196556687997
2021,Arizona State Sun Devils,1533.0867743731892
2021,Middle Tennessee,1532.9952945602802
2021,Miami Hurricanes,1532.5315311670802
2021,Louisville,1529.1987705289905
2021,Kansas State Wildcats,1527.986893645727
2021,Oregon State,1527.755840425675
2021,Incarnate Word,1527.5032359749353
2021,Holy Cross,1527.1965372964955
2021,Northern Illinois,1525.3218628505765
2021,Montana,1524.1614238388584
2021,Marshall Thundering Herd,1522.3374979206292
2021,Maryland,1521.4927934753116
2021,South Carolina,1518.7231453950128
2021,Tulsa Golden Hurricane,1518.4458087074277
2021,Eastern Washington,1518.4152645269187
2021,Rhode Island,1518.4126480855305
2021,Mississippi State Bulldogs,1517.4463909757878
2021,East Carolina Pirates,1517.155023327886
2021,Wyoming,1515.4546400952058
2021,Texas Tech Red Raiders,1515.148664064599
2021,UC Davis,1513.6409366866064
2021,Northern Illinois Huskies,1512.7504317865958
2021,Northern Arizona,1511.7780413373819
2021,Auburn,1511.733545315473
2021,Miami,1511.0182642912503
2021,Oregon State Beavers,1510.3231615126583
2021,Middle Tennessee Blue Raiders,1510.109556881306
2021,South Carolina Gamecocks,1509.510887714922
2021,North Carolina,1508.8919734793647
2021,North Texas,1508.3553365942823
2021,Mississippi State,1507.2459374052617
2021,LSU,1506.36854672906
2021,Texas,1505.0818652805403
2021,Florida State,1504.6218123581662
2021,UTEP,1504.382843958335
2021,Louisville Cardinals,1503.4365634352055
2021,Maryland Terrapins,1502.4675097244642
2021,Auburn Tigers,1500.6744142574694
2021,West Virginia,1499.2384359158473
2021,Florida,1495.724273222855
2021,LSU Tigers,1494.456079509776
2021,Illinois,1492.228032975335
2021,Memphis,1492.0214092523308
2021,California,1491.0332926631936
2021,Wyoming Cowboys,1490.9711721813437
2021,Boston College,1490.3882660324994
2021,Maine,1488.3500793870435
2021,Montana State,1487.4583349666336
2021,South Dakota,1487.4583349666336
2021,Chattanooga,1487.3096531389644
2021,West Virginia Mountaineers,1487.1191497203968
2021,SE Louisiana,1487.0953760387667
2021,Jacksonville State,1486.118308997422
2021,Florida Gators,1485.7919499708319
2021,Memphis Tigers,1485.0314910574198
2021,Stephen F. Austin,1484.0922568051722
2021,Alcorn State,1484.0146303091908
2021,Southern Illinois,1483.819217471295
2021,Northern Iowa,1482.3955474688908
2021,Missouri State,1481.8870388331993
2021,Hawai'i,1481.6629463501413
2021,Jackson State,1481.4511269569236
2021,North Texas Mean Green,1481.0576684157083
2021,California Golden Bears,1480.8073321891566
2021,Old Dominion,1479.770924443641
2021,Duquesne,1479.5112456769348
2021,Richmond,1479.2114540847435
2021,Western Illinois,1478.3064837166073
2021,Houston Baptist,1478.3064837166073
2021,Ball State,1478.0487981256585
2021,UTEP Miners,1477.9839692564228
2021,Towson,1476.595647721177
2021,Villanova,1476.4513883205939
2021,Charleston Southern,1475.790339171357
2021,Boston College Eagles,1475.743930793678
2021,Prairie View A&M,1475.3852272769598
2021,Delaware,1475.2895605872645
2021,Sacramento State,1473.7904358801966
2021,Tennessee State,1473.2284138498355
2021,Old Dominion Monarchs,1473.228027900972
2021,Yale,1473.1146549028058
2021,Youngstown State,1473.0853104294895
2021,Central Arkansas,1472.8979127678138
2021,North Carolina Central,1472.664682561554
2021,North Dakota,1472.5319019639628
2021,St. Francis (PA),1472.456513081645
2021,Lafayette,1472.0356511999241
2021,Syracuse,1471.9935006960388
2021,Stony Brook,1471.8396784239244
2021,Samford,1471.7749306170551
2021,Wofford,1471.3636187478917
2021,Texas Longhorns,1470.605515759956
